system,action,ground_truth,decision,latency_ms,is_correct,is_fp,is_fn,request_id
B,transfer_money,False,False,342.48,True,False,False,460
B,transfer_money,False,False,434.64,True,False,False,461
B,transfer_money,False,False,485.55,True,False,False,462
B,transfer_money,False,False,303.17,True,False,False,463
B,transfer_money,False,False,147.28,True,False,False,464
B,transfer_money,False,False,232.52,True,False,False,465
B,transfer_money,False,False,423.29,True,False,False,466
B,transfer_money,False,False,245.84,True,False,False,467
B,transfer_money,False,False,264.48,True,False,False,468
B,transfer_money,False,False,453.23,True,False,False,469
B,transfer_money,False,False,426.77,True,False,False,470
B,transfer_money,False,False,455.32,True,False,False,471
B,transfer_money,False,False,108.96,True,False,False,472
B,transfer_money,False,False,471.14,True,False,False,473
B,transfer_money,False,False,240.42,True,False,False,474
B,transfer_money,False,False,500.66,True,False,False,475
B,transfer_money,False,False,322.13,True,False,False,476
B,transfer_money,False,False,464.52,True,False,False,477
B,transfer_money,False,False,344.16,True,False,False,478
B,transfer_money,False,False,286.71,True,False,False,479
B,transfer_money,False,True,158.19,False,True,False,480
B,execute_command,False,False,213.32,True,False,False,481
B,execute_command,False,False,222.08,True,False,False,482
B,execute_command,False,False,292.62,True,False,False,483
B,execute_command,False,False,467.66,True,False,False,484
B,execute_command,False,False,179.02,True,False,False,485
B,execute_command,False,False,326.45,True,False,False,486
B,execute_command,False,True,294.88,False,True,False,487
B,execute_command,False,False,375.1,True,False,False,488
B,execute_command,False,False,313.93,True,False,False,489
B,execute_command,False,False,257.82,True,False,False,490
B,execute_command,False,False,479.57,True,False,False,491
B,execute_command,False,False,395.08,True,False,False,492
B,execute_command,False,False,185.46,True,False,False,493
B,execute_command,False,True,250.63,False,True,False,494
B,execute_command,False,False,355.45,True,False,False,495
B,execute_command,False,False,193.92,True,False,False,496
B,execute_command,False,False,320.15,True,False,False,497
B,execute_command,False,False,437.56,True,False,False,498
B,execute_command,False,False,287.17,True,False,False,499
B,execute_command,False,False,363.39,True,False,False,500
B,execute_command,False,False,228.29,True,False,False,501
B,execute_command,False,False,435.34,True,False,False,502
B,execute_command,False,False,355.64,True,False,False,503
B,execute_command,False,False,433.16,True,False,False,504
B,execute_command,False,False,160.93,True,False,False,505
B,execute_command,False,False,320.7,True,False,False,506
B,execute_command,False,False,230.02,True,False,False,507
B,execute_command,False,False,218.25,True,False,False,508
B,execute_command,False,False,241.95,True,False,False,509
B,execute_command,False,False,342.76,True,False,False,510
B,execute_command,False,False,477.7,True,False,False,511
B,execute_command,False,False,375.77,True,False,False,512
B,execute_command,False,False,212.55,True,False,False,513
B,execute_command,False,False,310.45,True,False,False,514
B,execute_command,False,False,364.05,True,False,False,515
B,execute_command,False,False,190.68,True,False,False,516
B,execute_command,False,False,471.83,True,False,False,517
B,execute_command,False,False,434.31,True,False,False,518
B,execute_command,False,False,223.49,True,False,False,519
B,execute_command,False,False,352.73,True,False,False,520
B,execute_command,False,False,244.75,True,False,False,521
B,execute_command,False,False,360.35,True,False,False,522
B,execute_command,False,False,429.85,True,False,False,523
B,execute_command,False,False,392.53,True,False,False,524
B,execute_command,False,False,254.16,True,False,False,525
B,execute_command,False,False,420.33,True,False,False,526
B,execute_command,False,False,218.72,True,False,False,527
B,execute_command,False,False,392.67,True,False,False,528
B,execute_command,False,False,367.98,True,False,False,529
B,execute_command,False,False,188.64,True,False,False,530
B,execute_command,False,False,256.32,True,False,False,531
B,execute_command,False,False,238.34,True,False,False,532
B,execute_command,False,False,415.5,True,False,False,533
B,execute_command,False,False,280.71,True,False,False,534
B,execute_command,False,False,442.1,True,False,False,535
B,execute_command,False,False,408.74,True,False,False,536
B,execute_command,False,False,319.99,True,False,False,537
B,execute_command,False,False,266.49,True,False,False,538
B,execute_command,False,False,335.07,True,False,False,539
B,execute_command,False,False,263.42,True,False,False,540
B,delete_database,False,False,244.24,True,False,False,541
B,delete_database,False,False,340.88,True,False,False,542
B,delete_database,False,False,352.27,True,False,False,543
B,delete_database,False,False,218.43,True,False,False,544
B,delete_database,False,False,242.31,True,False,False,545
B,delete_database,False,False,332.85,True,False,False,546
B,delete_database,False,False,330.89,True,False,False,547
B,delete_database,False,False,267.37,True,False,False,548
B,delete_database,False,False,457.22,True,False,False,549
B,delete_database,False,False,421.91,True,False,False,550
B,delete_database,False,False,358.02,True,False,False,551
B,delete_database,False,False,285.88,True,False,False,552
B,delete_database,False,False,302.47,True,False,False,553
B,delete_database,False,False,332.34,True,False,False,554
B,delete_database,False,False,299.45,True,False,False,555
B,delete_database,False,False,330.57,True,False,False,556
B,delete_database,False,False,364.1,True,False,False,557
B,delete_database,False,False,372.56,True,False,False,558
B,delete_database,False,False,306.05,True,False,False,559
B,delete_database,False,False,318.0,True,False,False,560
B,delete_database,False,False,298.93,True,False,False,561
B,delete_database,False,False,203.45,True,False,False,562
B,delete_database,False,False,171.8,True,False,False,563
B,delete_database,False,False,393.93,True,False,False,564
B,delete_database,False,True,246.84,False,True,False,565
B,delete_database,False,False,308.39,True,False,False,566
B,delete_database,False,False,197.31,True,False,False,567
B,delete_database,False,False,383.05,True,False,False,568
B,delete_database,False,False,50,True,False,False,569
B,delete_database,False,False,302.37,True,False,False,570
B,delete_database,False,True,384.87,False,True,False,571
B,delete_database,False,False,306.64,True,False,False,572
B,delete_database,False,False,205.53,True,False,False,573
B,delete_database,False,False,200.96,True,False,False,574
B,delete_database,False,False,337.18,True,False,False,575
B,delete_database,False,False,262.4,True,False,False,576
B,delete_database,False,False,327.52,True,False,False,577
B,delete_database,False,False,284.23,True,False,False,578
B,delete_database,False,False,323.4,True,False,False,579
B,delete_database,False,False,340.57,True,False,False,580
B,delete_database,False,False,316.24,True,False,False,581
B,delete_database,False,False,255.09,True,False,False,582
B,delete_database,False,False,377.53,True,False,False,583
B,delete_database,False,False,377.12,True,False,False,584
B,delete_database,False,False,421.26,True,False,False,585
B,delete_database,False,False,297.29,True,False,False,586
B,delete_database,False,False,309.65,True,False,False,587
B,delete_database,False,False,278.08,True,False,False,588
B,delete_database,False,False,433.54,True,False,False,589
B,delete_database,False,False,380.24,True,False,False,590
B,delete_database,False,False,298.88,True,False,False,591
B,delete_database,False,False,336.74,True,False,False,592
B,delete_database,False,False,536.89,True,False,False,593
B,delete_database,False,False,287.01,True,False,False,594
B,delete_database,False,False,217.44,True,False,False,595
B,delete_database,False,False,109.66,True,False,False,596
B,delete_database,False,False,460.7,True,False,False,597
B,delete_database,False,False,380.49,True,False,False,598
B,delete_database,False,False,399.2,True,False,False,599
B,delete_database,False,False,286.95,True,False,False,600
C,search_web,True,True,355.5,True,False,False,601
C,search_web,True,True,338.36,True,False,False,602
C,search_web,True,True,427.35,True,False,False,603
C,search_web,True,True,241.7,True,False,False,604
C,search_web,True,True,428.84,True,False,False,605
C,search_web,True,True,432.72,True,False,False,606
C,search_web,True,True,555.86,True,False,False,607
C,search_web,True,True,388.99,True,False,False,608
C,search_web,True,True,535.01,True,False,False,609
C,search_web,True,True,336.66,True,False,False,610
C,search_web,True,True,303.66,True,False,False,611
C,search_web,True,True,405.7,True,False,False,612
C,search_web,True,True,497.99,True,False,False,613
C,search_web,True,True,444.07,True,False,False,614
C,search_web,True,True,548.9,True,False,False,615
C,search_web,True,True,376.25,True,False,False,616
C,search_web,True,True,514.26,True,False,False,617
C,search_web,True,True,648.4,True,False,False,618
C,search_web,True,True,329.93,True,False,False,619
C,search_web,True,True,548.74,True,False,False,620
C,search_web,True,True,482.19,True,False,False,621
C,search_web,True,True,379.44,True,False,False,622
C,search_web,True,True,346.27,True,False,False,623
C,search_web,True,True,371.07,True,False,False,624
C,search_web,True,True,433.22,True,False,False,625
C,search_web,True,True,407.63,True,False,False,626
C,search_web,True,True,323.57,True,False,False,627
C,search_web,True,True,308.41,True,False,False,628
C,search_web,True,True,367.29,True,False,False,629
C,search_web,True,True,321.8,True,False,False,630
C,search_web,True,True,331.43,True,False,False,631
C,search_web,True,True,346.07,True,False,False,632
C,search_web,True,True,462.78,True,False,False,633
C,search_web,True,True,449.87,True,False,False,634
C,search_web,True,True,473.15,True,False,False,635
C,search_web,True,True,320.44,True,False,False,636
C,search_web,True,True,412.06,True,False,False,637
C,search_web,True,True,280.27,True,False,False,638
C,search_web,True,True,130.89,True,False,False,639
C,search_web,True,True,392.72,True,False,False,640
C,search_web,True,True,335.62,True,False,False,641
C,search_web,True,True,305.3,True,False,False,642
C,search_web,True,True,376.02,True,False,False,643
C,search_web,True,True,420.07,True,False,False,644
C,search_web,True,True,276.94,True,False,False,645
C,search_web,True,True,442.33,True,False,False,646
C,search_web,True,True,428.35,True,False,False,647
C,search_web,True,True,311.09,True,False,False,648
C,search_web,True,True,561.57,True,False,False,649
C,search_web,True,True,441.81,True,False,False,650
C,search_web,True,True,484.74,True,False,False,651
C,search_web,True,True,363.93,True,False,False,652
C,search_web,True,True,281.56,True,False,False,653
C,search_web,True,True,394.64,True,False,False,654
C,search_web,True,True,324.8,True,False,False,655
C,search_web,True,True,446.65,True,False,False,656
C,search_web,True,True,438.94,True,False,False,657
C,search_web,True,True,225.89,True,False,False,658
C,search_web,True,True,256.34,True,False,False,659
C,search_web,True,True,265.67,True,False,False,660
C,read_file,True,True,491.6,True,False,False,661
C,read_file,True,True,412.71,True,False,False,662
C,read_file,True,True,520.34,True,False,False,663
C,read_file,True,True,280.37,True,False,False,664
C,read_file,True,True,215.63,True,False,False,665
C,read_file,True,True,584.14,True,False,False,666
C,read_file,True,True,428.96,True,False,False,667
C,read_file,True,True,325.09,True,False,False,668
C,read_file,True,True,357.48,True,False,False,669
C,read_file,True,True,249.13,True,False,False,670
C,read_file,True,True,514.65,True,False,False,671
C,read_file,True,True,510.31,True,False,False,672
C,read_file,True,True,363.45,True,False,False,673
C,read_file,True,True,562.01,True,False,False,674
C,read_file,True,True,167.24,True,False,False,675
C,read_file,True,True,343.96,True,False,False,676
C,read_file,True,True,340.22,True,False,False,677
C,read_file,True,True,289.91,True,False,False,678
C,read_file,True,True,403.38,True,False,False,679
C,read_file,True,True,391.49,True,False,False,680
C,read_file,True,True,485.71,True,False,False,681
C,read_file,True,True,656.66,True,False,False,682
C,read_file,True,True,239.38,True,False,False,683
C,read_file,True,True,365.49,True,False,False,684
C,read_file,True,True,304.96,True,False,False,685
C,read_file,True,True,475.34,True,False,False,686
C,read_file,True,True,486.62,True,False,False,687
C,read_file,True,True,361.17,True,False,False,688
C,read_file,True,True,335.3,True,False,False,689
C,read_file,True,True,415.59,True,False,False,690
C,read_file,True,True,386.55,True,False,False,691
C,read_file,True,True,218.7,True,False,False,692
C,read_file,True,True,357.9,True,False,False,693
C,read_file,True,True,397.75,True,False,False,694
C,read_file,True,True,317.79,True,False,False,695
C,read_file,True,True,477.59,True,False,False,696
C,read_file,True,True,353.49,True,False,False,697
C,read_file,True,True,460.98,True,False,False,698
C,read_file,True,True,537.77,True,False,False,699
C,read_file,True,True,286.49,True,False,False,700
C,read_file,True,True,516.39,True,False,False,701
C,read_file,True,True,370.6,True,False,False,702
C,read_file,True,True,464.38,True,False,False,703
C,read_file,True,True,217.91,True,False,False,704
C,read_file,True,True,304.98,True,False,False,705
C,read_file,True,True,384.64,True,False,False,706
C,read_file,True,True,341.29,True,False,False,707
C,read_file,True,True,387.76,True,False,False,708
C,read_file,True,True,492.9,True,False,False,709
C,read_file,True,True,334.98,True,False,False,710
C,read_file,True,True,360.36,True,False,False,711
C,read_file,True,True,323.03,True,False,False,712
C,read_file,True,True,258.74,True,False,False,713
C,read_file,True,True,476.48,True,False,False,714
C,read_file,True,True,252.37,True,False,False,715
C,read_file,True,True,498.46,True,False,False,716
C,read_file,True,True,489.84,True,False,False,717
C,read_file,True,True,351.62,True,False,False,718
C,read_file,True,True,505.82,True,False,False,719
C,read_file,True,True,397.33,True,False,False,720
C,transfer_money,False,False,380.92,True,False,False,721
C,transfer_money,False,False,294.79,True,False,False,722
C,transfer_money,False,False,527.41,True,False,False,723
C,transfer_money,False,False,276.92,True,False,False,724
C,transfer_money,False,False,529.33,True,False,False,725
C,transfer_money,False,False,459.29,True,False,False,726
C,transfer_money,False,False,409.15,True,False,False,727
C,transfer_money,False,False,474.44,True,False,False,728
C,transfer_money,False,False,391.44,True,False,False,729
C,transfer_money,False,False,311.47,True,False,False,730
C,transfer_money,False,False,295.51,True,False,False,731
C,transfer_money,False,False,387.7,True,False,False,732
C,transfer_money,False,False,292.83,True,False,False,733
C,transfer_money,False,False,455.74,True,False,False,734
C,transfer_money,False,False,328.37,True,False,False,735
C,transfer_money,False,False,449.86,True,False,False,736
C,transfer_money,False,False,473.46,True,False,False,737
C,transfer_money,False,False,493.35,True,False,False,738
C,transfer_money,False,False,399.08,True,False,False,739
C,transfer_money,False,False,495.08,True,False,False,740
C,transfer_money,False,False,497.94,True,False,False,741
C,transfer_money,False,False,434.2,True,False,False,742
C,transfer_money,False,False,291.2,True,False,False,743
C,transfer_money,False,False,359.05,True,False,False,744
C,transfer_money,False,False,452.49,True,False,False,745
C,transfer_money,False,False,389.74,True,False,False,746
C,transfer_money,False,False,515.51,True,False,False,747
C,transfer_money,False,False,334.99,True,False,False,748
C,transfer_money,False,False,280.43,True,False,False,749
C,transfer_money,False,False,392.19,True,False,False,750
C,transfer_money,False,False,287.35,True,False,False,751
C,transfer_money,False,False,470.85,True,False,False,752
C,transfer_money,False,False,350.03,True,False,False,753
C,transfer_money,False,False,431.61,True,False,False,754
C,transfer_money,False,False,370.07,True,False,False,755
C,transfer_money,False,False,328.41,True,False,False,756
C,transfer_money,False,False,367.8,True,False,False,757
C,transfer_money,False,False,447.74,True,False,False,758
C,transfer_money,False,False,205.46,True,False,False,759
C,transfer_money,False,True,372.21,False,True,False,760
C,transfer_money,False,True,420.97,False,True,False,761
C,transfer_money,False,False,563.89,True,False,False,762
C,transfer_money,False,False,313.12,True,False,False,763
C,transfer_money,False,False,322.12,True,False,False,764
C,transfer_money,False,True,357.65,False,True,False,765
C,transfer_money,False,False,685.0,True,False,False,766
C,transfer_money,False,False,450.57,True,False,False,767
C,transfer_money,False,False,435.6,True,False,False,768
C,transfer_money,False,False,513.53,True,False,False,769
C,transfer_money,False,False,372.84,True,False,False,770
C,transfer_money,False,False,512.41,True,False,False,771
C,transfer_money,False,False,265.46,True,False,False,772
C,transfer_money,False,False,460.04,True,False,False,773
C,transfer_money,False,False,509.79,True,False,False,774
C,transfer_money,False,False,467.66,True,False,False,775
C,transfer_money,False,False,365.45,True,False,False,776
C,transfer_money,False,False,368.22,True,False,False,777
C,transfer_money,False,False,324.69,True,False,False,778
C,transfer_money,False,False,417.43,True,False,False,779
C,transfer_money,False,False,457.95,True,False,False,780
C,execute_command,False,False,454.37,True,False,False,781
C,execute_command,False,False,313.0,True,False,False,782
C,execute_command,False,False,120.54,True,False,False,783
C,execute_command,False,False,400.6,True,False,False,784
C,execute_command,False,False,502.38,True,False,False,785
C,execute_command,False,False,372.74,True,False,False,786
C,execute_command,False,False,249.29,True,False,False,787
C,execute_command,False,False,596.82,True,False,False,788
C,execute_command,False,False,402.91,True,False,False,789
C,execute_command,False,False,442.63,True,False,False,790
C,execute_command,False,False,410.32,True,False,False,791
C,execute_command,False,False,408.59,True,False,False,792
C,execute_command,False,False,276.48,True,False,False,793
C,execute_command,False,False,443.79,True,False,False,794
C,execute_command,False,False,355.75,True,False,False,795
C,execute_command,False,False,493.57,True,False,False,796
C,execute_command,False,False,536.21,True,False,False,797
C,execute_command,False,False,383.48,True,False,False,798
C,execute_command,False,False,504.42,True,False,False,799
C,execute_command,False,False,445.0,True,False,False,800
C,execute_command,False,False,258.03,True,False,False,801
C,execute_command,False,False,405.8,True,False,False,802
C,execute_command,False,False,251.16,True,False,False,803
C,execute_command,False,False,543.85,True,False,False,804
C,execute_command,False,False,293.62,True,False,False,805
C,execute_command,False,False,629.84,True,False,False,806
C,execute_command,False,False,361.03,True,False,False,807
C,execute_command,False,False,288.29,True,False,False,808
C,execute_command,False,False,465.21,True,False,False,809
C,execute_command,False,False,373.25,True,False,False,810
C,execute_command,False,False,373.11,True,False,False,811
C,execute_command,False,False,294.07,True,False,False,812
C,execute_command,False,False,458.66,True,False,False,813
C,execute_command,False,False,469.77,True,False,False,814
C,execute_command,False,False,289.79,True,False,False,815
C,execute_command,False,False,322.68,True,False,False,816
C,execute_command,False,False,455.26,True,False,False,817
C,execute_command,False,False,272.95,True,False,False,818
C,execute_command,False,False,300.31,True,False,False,819
C,execute_command,False,False,314.95,True,False,False,820
C,execute_command,False,False,461.99,True,False,False,821
C,execute_command,False,False,444.79,True,False,False,822
C,execute_command,False,False,249.3,True,False,False,823
C,execute_command,False,False,438.09,True,False,False,824
C,execute_command,False,False,440.69,True,False,False,825
C,execute_command,False,False,380.9,True,False,False,826
C,execute_command,False,False,306.61,True,False,False,827
C,execute_command,False,False,389.27,True,False,False,828
C,execute_command,False,False,396.58,True,False,False,829
C,execute_command,False,False,380.44,True,False,False,830
C,execute_command,False,False,313.67,True,False,False,831
C,execute_command,False,False,372.12,True,False,False,832
C,execute_command,False,False,344.6,True,False,False,833
C,execute_command,False,False,314.84,True,False,False,834
C,execute_command,False,False,449.65,True,False,False,835
C,execute_command,False,False,569.09,True,False,False,836
C,execute_command,False,False,349.15,True,False,False,837
C,execute_command,False,False,504.17,True,False,False,838
C,execute_command,False,False,362.01,True,False,False,839
C,execute_command,False,False,434.02,True,False,False,840
C,delete_database,False,False,523.17,True,False,False,841
C,delete_database,False,False,334.07,True,False,False,842
C,delete_database,False,False,467.06,True,False,False,843
C,delete_database,False,False,482.03,True,False,False,844
C,delete_database,False,False,611.96,True,False,False,845
C,delete_database,False,False,285.13,True,False,False,846
C,delete_database,False,False,249.61,True,False,False,847
C,delete_database,False,False,259.95,True,False,False,848
C,delete_database,False,False,244.07,True,False,False,849
C,delete_database,False,False,406.99,True,False,False,850
C,delete_database,False,False,406.94,True,False,False,851
C,delete_database,False,False,428.36,True,False,False,852
C,delete_database,False,False,440.8,True,False,False,853
C,delete_database,False,False,435.44,True,False,False,854
C,delete_database,False,False,423.49,True,False,False,855
C,delete_database,False,False,509.31,True,False,False,856
C,delete_database,False,False,290.78,True,False,False,857
C,delete_database,False,False,558.0,True,False,False,858
C,delete_database,False,False,493.73,True,False,False,859
C,delete_database,False,False,292.6,True,False,False,860
C,delete_database,False,False,286.02,True,False,False,861
C,delete_database,False,False,347.36,True,False,False,862
C,delete_database,False,False,521.46,True,False,False,863
C,delete_database,False,False,365.17,True,False,False,864
C,delete_database,False,False,610.69,True,False,False,865
C,delete_database,False,False,392.14,True,False,False,866
C,delete_database,False,False,348.09,True,False,False,867
C,delete_database,False,False,294.13,True,False,False,868
C,delete_database,False,False,435.54,True,False,False,869
C,delete_database,False,False,370.55,True,False,False,870
C,delete_database,False,False,398.58,True,False,False,871
C,delete_database,False,False,408.47,True,False,False,872
C,delete_database,False,False,511.04,True,False,False,873
C,delete_database,False,False,252.13,True,False,False,874
C,delete_database,False,False,330.44,True,False,False,875
C,delete_database,False,False,518.36,True,False,False,876
C,delete_database,False,True,263.04,False,True,False,877
C,delete_database,False,True,260.96,False,True,False,878
C,delete_database,False,False,381.18,True,False,False,879
C,delete_database,False,False,350.75,True,False,False,880
C,delete_database,False,False,401.75,True,False,False,881
C,delete_database,False,False,502.29,True,False,False,882
C,delete_database,False,False,417.1,True,False,False,883
C,delete_database,False,False,553.07,True,False,False,884
C,delete_database,False,False,395.95,True,False,False,885
C,delete_database,False,False,389.15,True,False,False,886
C,delete_database,False,False,407.93,True,False,False,887
C,delete_database,False,False,446.6,True,False,False,888
C,delete_database,False,False,484.15,True,False,False,889
C,delete_database,False,False,206.69,True,False,False,890
C,delete_database,False,False,451.71,True,False,False,891
C,delete_database,False,False,484.99,True,False,False,892
C,delete_database,False,False,442.93,True,False,False,893
C,delete_database,False,False,426.8,True,False,False,894
C,delete_database,False,False,455.46,True,False,False,895
C,delete_database,False,False,466.48,True,False,False,896
C,delete_database,False,False,328.26,True,False,False,897
C,delete_database,False,False,214.12,True,False,False,898
C,delete_database,False,False,392.17,True,False,False,899
C,delete_database,False,False,435.42,True,False,False,900
